Text A,Text B,Threshold,Cutoff,N-Grams,Num Matches,Text A Length,Text B Length,Locations in A,Locations in B
gender_trouble_pages.txt,gender_texts/En mémoire dun site Freud Mallarmé and the Space of the Uncanny,3,5,3,1,533517,47791,"[(132901, 133261)]","[(47351, 47712)]"
gender_trouble_pages.txt,gender_texts/Social Theory across Disciplinary Boundaries Cultural Studies and Sociology,3,5,3,1,533517,106543,"[(478124, 478195)]","[(103882, 103953)]"
gender_trouble_pages.txt,gender_texts/Juan Goytisolos,3,5,3,1,533517,47724,"[(178827, 178997)]","[(24327, 24497)]"
gender_trouble_pages.txt,gender_texts/Teatro e identi,3,5,3,1,533517,25742,"[(524014, 524098)]","[(1996, 2077)]"
gender_trouble_pages.txt,gender_texts/The Poetry of S,3,5,3,1,533517,60407,"[(458651, 458782)]","[(39637, 39768)]"
gender_trouble_pages.txt,gender_texts/TERMINATING THE,3,5,3,2,533517,72826,"[(101920, 102151), (516489, 516584)]","[(23616, 23848), (23991, 24086)]"
gender_trouble_pages.txt,gender_texts/Feminism and Po,3,5,3,1,533517,51849,"[(101653, 101745)]","[(35046, 35139)]"
gender_trouble_pages.txt,gender_texts/Border theatre ,3,5,3,1,533517,71604,"[(514353, 514430)]","[(61686, 61762)]"
gender_trouble_pages.txt,gender_texts/The Boy Who Liv,3,5,3,1,533517,76759,"[(442641, 442873)]","[(57549, 57782)]"
gender_trouble_pages.txt,gender_texts/Translating fro,3,5,3,5,533517,46037,"[(431239, 431480), (436475, 436592), (440792, 440992), (455896, 456221), (464458, 464595)]","[(6290, 6516), (8975, 9092), (29226, 29443), (39785, 40110), (40383, 40517)]"
gender_trouble_pages.txt,gender_texts/Ghanaian youth ,3,5,3,3,533517,52429,"[(434702, 434977), (436729, 437148), (436729, 437148)]","[(1607, 1882), (29349, 29767), (29349, 29767)]"
gender_trouble_pages.txt,gender_texts/A Girlboys Own ,3,5,3,1,533517,77965,"[(437407, 437618)]","[(22314, 22526)]"
gender_trouble_pages.txt,gender_texts/INFERRING DESIR,3,5,3,1,533517,311049,"[(489246, 489354)]","[(24180, 24286)]"
gender_trouble_pages.txt,gender_texts/SOCIAL CRITIQUE,3,5,3,1,533517,59779,"[(2344, 2531)]","[(33696, 33883)]"
gender_trouble_pages.txt,gender_texts/Masquerade Hyst,3,5,3,1,533517,65481,"[(499389, 499507)]","[(63664, 63786)]"
gender_trouble_pages.txt,gender_texts/Urban Schools a,3,5,3,1,533517,75314,"[(468649, 468718)]","[(64156, 64225)]"
gender_trouble_pages.txt,gender_texts/Trading Places ,3,5,3,1,533517,117038,"[(467316, 467400)]","[(113464, 113548)]"
gender_trouble_pages.txt,gender_texts/FANTASIZING THE,3,5,3,1,533517,23211,"[(147654, 147832)]","[(5313, 5490)]"
gender_trouble_pages.txt,gender_texts/Twenty Years of Feminist Philosophy,3,5,3,2,533517,57047,"[(489858, 489992), (493927, 494005)]","[(45485, 45618), (54279, 54354)]"
gender_trouble_pages.txt,gender_texts/NatureNurture R,3,5,3,3,533517,48426,"[(109616, 109817), (121628, 121805), (144406, 144628)]","[(6433, 6634), (7523, 7713), (10092, 10315)]"
gender_trouble_pages.txt,gender_texts/NOT A REAL PERI,3,5,3,1,533517,70484,"[(493724, 493799)]","[(63566, 63643)]"
gender_trouble_pages.txt,gender_texts/Sexual Harassment as a Gendered Expression of Power,3,5,3,1,533517,115115,"[(467316, 467400)]","[(108352, 108436)]"
gender_trouble_pages.txt,gender_texts/THE HAUNTED INK,3,5,3,1,533517,43364,"[(174772, 174961)]","[(10049, 10238)]"
gender_trouble_pages.txt,gender_texts/Queerying the E,3,5,3,1,533517,41356,"[(471741, 471794)]","[(39551, 39604)]"
gender_trouble_pages.txt,gender_texts/Politics Intell,3,5,3,1,533517,94899,"[(476031, 476119)]","[(91578, 91666)]"
gender_trouble_pages.txt,gender_texts/The Identity Jo,3,5,3,1,533517,69096,"[(455440, 455617)]","[(6353, 6522)]"
gender_trouble_pages.txt,gender_texts/Jane Austen and,3,5,3,1,533517,81912,"[(524157, 524260)]","[(10433, 10537)]"
gender_trouble_pages.txt,gender_texts/Il postumano fe,3,5,3,1,533517,28965,"[(373169, 373298)]","[(19517, 19649)]"
gender_trouble_pages.txt,gender_texts/The Quest for Certainty in Feminist Thought,3,5,3,1,533517,28040,"[(481756, 481835)]","[(26681, 26762)]"
gender_trouble_pages.txt,gender_texts/Towards understanding gender and talkininteraction,3,5,3,1,533517,42284,"[(442728, 442851)]","[(3370, 3489)]"
gender_trouble_pages.txt,gender_texts/DEALING IN SHAM,3,5,3,1,533517,32280,"[(522812, 522909)]","[(17357, 17457)]"
gender_trouble_pages.txt,gender_texts/The Marital Pro,3,5,3,1,533517,76338,"[(493864, 493958)]","[(74025, 74118)]"
gender_trouble_pages.txt,gender_texts/A History of Ge,3,5,3,1,533517,42331,"[(475189, 475274)]","[(37849, 37935)]"
gender_trouble_pages.txt,gender_texts/Constitutive Cr,3,5,3,1,533517,68924,"[(468649, 468718)]","[(59193, 59262)]"
gender_trouble_pages.txt,gender_texts/Following in Caryl Churchills Footsteps Rosemary Jenkinsons Spaces of Masculine Interrogation in The Bonefire,3,5,3,1,533517,49060,"[(442704, 442808)]","[(45636, 45740)]"
gender_trouble_pages.txt,gender_texts/The Making and ,3,5,3,2,533517,90550,"[(58180, 58425), (59311, 59378)]","[(73179, 73425), (73501, 73568)]"
gender_trouble_pages.txt,gender_texts/Experimenting w,3,5,3,1,533517,84652,"[(468649, 468718)]","[(73102, 73169)]"
gender_trouble_pages.txt,gender_texts/Performing Para,3,5,3,1,533517,72043,"[(443403, 443525)]","[(32704, 32826)]"
gender_trouble_pages.txt,gender_texts/La espada encen,3,5,3,1,533517,38581,"[(445157, 445246)]","[(30434, 30523)]"
gender_trouble_pages.txt,gender_texts/From Sex Roles ,3,5,3,1,533517,18857,"[(500711, 500774)]","[(17940, 18003)]"
gender_trouble_pages.txt,gender_texts/The Foucauldian Body and the Exclusion of Experience,3,5,3,4,533517,44375,"[(72504, 72593), (72685, 72773), (73495, 73644), (316982, 317322)]","[(11916, 12005), (12638, 12726), (12775, 12916), (16506, 16837)]"
gender_trouble_pages.txt,gender_texts/Plus ça change Recent developments in Old Javanese studies and their implications for the study of religion in contemporary Bali,3,5,3,4,533517,102044,"[(16481, 16608), (16854, 17268), (443961, 444257), (444961, 445233)]","[(84473, 84600), (84637, 85049), (86621, 86917), (89321, 89593)]"
gender_trouble_pages.txt,gender_texts/Geographies of ,3,5,3,1,533517,88495,"[(524014, 524098)]","[(61603, 61684)]"
gender_trouble_pages.txt,gender_texts/People Who Are ,3,5,3,1,533517,51245,"[(118066, 118330)]","[(7929, 8193)]"
gender_trouble_pages.txt,gender_texts/Jane Eyre from ,3,5,3,1,533517,50837,"[(149357, 149616)]","[(28965, 29224)]"
gender_trouble_pages.txt,gender_texts/Ethics Reproduc,3,5,3,1,533517,49890,"[(124582, 124727)]","[(34328, 34473)]"
gender_trouble_pages.txt,gender_texts/The Importance ,3,5,3,1,533517,33103,"[(453217, 453320)]","[(10254, 10357)]"
gender_trouble_pages.txt,gender_texts/Las Greñudas Re,3,5,3,1,533517,18270,"[(497010, 497067)]","[(18110, 18173)]"
gender_trouble_pages.txt,gender_texts/Sounds Authenti,3,5,3,1,533517,69973,"[(427900, 428127)]","[(36770, 36993)]"
gender_trouble_pages.txt,gender_texts/Bodies of Evide,3,5,3,1,533517,44188,"[(436475, 436962)]","[(11742, 12231)]"
gender_trouble_pages.txt,gender_texts/Much Ado about ,3,5,3,1,533517,43359,"[(468649, 468718)]","[(36205, 36274)]"
gender_trouble_pages.txt,gender_texts/Disciplining th,3,5,3,1,533517,50463,"[(72054, 72349)]","[(31547, 31840)]"
gender_trouble_pages.txt,gender_texts/Games of Despai,3,5,3,3,533517,68833,"[(53358, 53578), (149651, 150110), (438602, 438674)]","[(31392, 31612), (31993, 32448), (32860, 32932)]"
gender_trouble_pages.txt,gender_texts/The Apophasis o,3,5,3,1,533517,77217,"[(481756, 481815)]","[(74852, 74911)]"
gender_trouble_pages.txt,gender_texts/Sexing the Text,3,5,3,3,533517,29305,"[(434702, 434965), (434882, 435082), (435087, 435211)]","[(9619, 9880), (9798, 12500), (12501, 12625)]"
gender_trouble_pages.txt,gender_texts/Analogy and White Feminist Theory Thinking Race and the Color of the Cyborg Body,3,5,3,1,533517,71334,"[(449831, 449977)]","[(55267, 55419)]"
gender_trouble_pages.txt,gender_texts/Snow White and the Seven DwarfsQueercripped,3,5,3,2,533517,51167,"[(30139, 30245), (48484, 48614)]","[(4732, 4842), (7183, 7314)]"
gender_trouble_pages.txt,gender_texts/TELLING THE LIFE STORY ANXIOUSLY THE MEMOIRS OF TERESA AND ANNA CAMPBELL,3,5,3,1,533517,66431,"[(101617, 101785)]","[(54029, 54189)]"
gender_trouble_pages.txt,gender_texts/She Started Wea,3,5,3,1,533517,76116,"[(73203, 73346)]","[(5056, 5197)]"
gender_trouble_pages.txt,gender_texts/Jamaican Female,3,5,3,1,533517,57297,"[(34313, 34450)]","[(18172, 18309)]"
gender_trouble_pages.txt,gender_texts/Introduction Fi,3,5,3,1,533517,11699,"[(48525, 48614)]","[(8606, 8695)]"
gender_trouble_pages.txt,gender_texts/Radical Celibacy Towards a Christian Postmodern Sexual Ethic,3,5,3,1,533517,34544,"[(91713, 92010)]","[(16731, 17030)]"
gender_trouble_pages.txt,gender_texts/The Song of Son,3,5,3,1,533517,69620,"[(434702, 434824)]","[(38679, 38801)]"
gender_trouble_pages.txt,gender_texts/Resistance and ,3,5,3,1,533517,74743,"[(513340, 513447)]","[(4025, 4140)]"
gender_trouble_pages.txt,gender_texts/Refractions of ,3,5,3,2,533517,61430,"[(147034, 147162), (477195, 477252)]","[(50922, 51050), (53242, 53298)]"
gender_trouble_pages.txt,gender_texts/STORIES OF VIOL,3,5,3,1,533517,65141,"[(164405, 164567)]","[(10854, 11016)]"
gender_trouble_pages.txt,gender_texts/Sexuality Perfo,3,5,3,1,533517,53267,"[(74434, 74701)]","[(39975, 40419)]"
gender_trouble_pages.txt,gender_texts/A History of Sa,3,5,3,1,533517,246947,"[(489242, 489354)]","[(40886, 41003)]"
gender_trouble_pages.txt,gender_texts/A Pedagogy to E,3,5,3,1,533517,58700,"[(149661, 150110)]","[(9041, 9474)]"
gender_trouble_pages.txt,gender_texts/Inverted appell,3,5,3,3,533517,95607,"[(430988, 431620), (431990, 432254), (435902, 436096)]","[(16353, 16985), (16992, 17256), (19536, 19730)]"
gender_trouble_pages.txt,gender_texts/Behind the bike,3,5,3,1,533517,56183,"[(495840, 495899)]","[(52786, 52845)]"
gender_trouble_pages.txt,gender_texts/Sin Has No History Religion National Identity and US Intervention 19371941,3,5,3,1,533517,119501,"[(27016, 27172)]","[(687, 843)]"
gender_trouble_pages.txt,gender_texts/Performative St,3,5,3,5,533517,56154,"[(25825, 25946), (26097, 26168), (26241, 26434), (26623, 26767), (62499, 63329)]","[(19414, 19536), (19713, 19781), (19858, 20051), (20127, 20271), (25914, 26744)]"
gender_trouble_pages.txt,gender_texts/Retrieving the ,3,5,3,1,533517,97571,"[(493724, 493788)]","[(74696, 74760)]"
gender_trouble_pages.txt,gender_texts/Exhuming Buried,3,5,3,1,533517,53662,"[(481239, 481301)]","[(52839, 52901)]"
gender_trouble_pages.txt,gender_texts/Local Global Re,3,5,3,1,533517,72323,"[(477195, 477252)]","[(65970, 66026)]"
gender_trouble_pages.txt,gender_texts/The Big Tent of US Womens and Gender History A State of the Field,3,5,3,1,533517,105370,"[(472833, 472911)]","[(36817, 36897)]"
gender_trouble_pages.txt,gender_texts/Normative cruel,3,5,3,1,533517,76497,"[(424101, 424429)]","[(29340, 29625)]"
gender_trouble_pages.txt,gender_texts/The Shadow of Heterosexuality,3,5,3,1,533517,37433,"[(494747, 494801)]","[(36559, 36613)]"
gender_trouble_pages.txt,gender_texts/Queerness Disab,3,5,3,1,533517,59038,"[(369244, 369535)]","[(43345, 43641)]"
gender_trouble_pages.txt,gender_texts/Queering the Me,3,5,3,2,533517,55157,"[(434702, 435259), (435902, 436102)]","[(25907, 26464), (26593, 26793)]"
gender_trouble_pages.txt,gender_texts/Quand écrire ce,3,5,3,2,533517,66389,"[(455715, 455887), (468649, 468718)]","[(24693, 24865), (59670, 59740)]"
gender_trouble_pages.txt,gender_texts/JOHN DONNE AFTER OCTAVIO PAZ TRANSLATION AS TRANSCULTURATION,3,5,3,2,533517,88484,"[(459571, 459819), (494609, 494699)]","[(73796, 74044), (84230, 84322)]"
gender_trouble_pages.txt,"gender_texts/Let It Pass: Changing the Subject, Once Again",3,5,3,1,533517,65461,"[(62511, 62663)]","[(11604, 11756)]"
gender_trouble_pages.txt,gender_texts/TESTING THE TER,3,5,3,1,533517,33561,"[(473861, 473952)]","[(31278, 31369)]"
gender_trouble_pages.txt,gender_texts/The End of Soci,3,5,3,1,533517,60659,"[(472857, 472932)]","[(57383, 57455)]"
gender_trouble_pages.txt,gender_texts/Transphobic Hon,3,5,3,1,533517,54990,"[(73363, 73622)]","[(6669, 6928)]"
gender_trouble_pages.txt,gender_texts/Disrupting Iden,3,5,3,1,533517,70027,"[(493724, 493799)]","[(63319, 63394)]"
gender_trouble_pages.txt,gender_texts/Border theatre on the arts of security and resistance,3,5,3,1,533517,71604,"[(514353, 514430)]","[(61686, 61762)]"
gender_trouble_pages.txt,gender_texts/The Power of th,3,5,3,1,533517,49384,"[(485422, 485501)]","[(48371, 48451)]"
gender_trouble_pages.txt,gender_texts/Le  je  comme  ,3,5,3,2,533517,40651,"[(100125, 100252), (444259, 444425)]","[(23092, 23219), (29605, 29771)]"
gender_trouble_pages.txt,gender_texts/Camping It up i,3,5,3,1,533517,39087,"[(142887, 142985)]","[(17028, 17126)]"
gender_trouble_pages.txt,gender_texts/Giving Body to ,3,5,3,1,533517,70016,"[(507561, 507723)]","[(63588, 63746)]"
gender_trouble_pages.txt,gender_texts/Interstitiality,3,5,3,1,533517,58067,"[(481404, 481457)]","[(55247, 55300)]"
gender_trouble_pages.txt,gender_texts/The Ruse of Cla,3,5,3,1,533517,48847,"[(26773, 27397)]","[(19091, 19715)]"
gender_trouble_pages.txt,gender_texts/The Art of Penu,3,5,3,1,533517,80900,"[(454310, 454554)]","[(21114, 21669)]"
gender_trouble_pages.txt,gender_texts/The Mistress of,3,5,3,1,533517,67837,"[(74829, 75322)]","[(54037, 54531)]"
gender_trouble_pages.txt,gender_texts/Declaration on ,3,5,3,3,533517,111795,"[(74475, 74701), (382380, 382505), (493724, 493799)]","[(41428, 41652), (59747, 59872), (103312, 103386)]"
gender_trouble_pages.txt,gender_texts/Doing Funny and,3,5,3,1,533517,82098,"[(147640, 147832)]","[(10869, 11058)]"
gender_trouble_pages.txt,gender_texts/FemaleFemmeing ,3,5,3,1,533517,63032,"[(524331, 524428)]","[(53965, 54062)]"
gender_trouble_pages.txt,gender_texts/The Straight Mi,3,5,3,7,533517,42535,"[(100039, 100252), (110032, 110165), (133783, 133964), (376132, 376342), (377559, 377644), (385816, 385889), (435264, 435631)]","[(4205, 4418), (6009, 6143), (6408, 6590), (15021, 15231), (15480, 15567), (16241, 16310), (33167, 33503)]"
gender_trouble_pages.txt,gender_texts/The Subjectivit,3,5,3,1,533517,120361,"[(494609, 494699)]","[(116145, 116239)]"
gender_trouble_pages.txt,gender_texts/Resisting The W,3,5,3,1,533517,69522,"[(498474, 498591)]","[(67757, 67871)]"
gender_trouble_pages.txt,gender_texts/They Are Weight,3,5,3,1,533517,63663,"[(443572, 443762)]","[(21510, 21703)]"
gender_trouble_pages.txt,gender_texts/Staging Cultura,3,5,3,1,533517,52414,"[(417352, 417655)]","[(34576, 34885)]"
gender_trouble_pages.txt,gender_texts/Selected Biblio,3,5,3,1,533517,24103,"[(474804, 474891)]","[(23481, 23568)]"
gender_trouble_pages.txt,gender_texts/Authorial Ghost,3,5,3,1,533517,51165,"[(17055, 17268)]","[(23002, 23214)]"
gender_trouble_pages.txt,gender_texts/The Trials of A,3,5,3,1,533517,64614,"[(467514, 467598)]","[(63195, 63279)]"
gender_trouble_pages.txt,gender_texts/Women Who Bleed to Death Gabriel García Marquezs Sense of an Ending,3,5,3,2,533517,56091,"[(160236, 160323), (160597, 160747)]","[(13167, 13254), (13264, 13414)]"
gender_trouble_pages.txt,gender_texts/Gender and Inte,3,5,3,1,533517,59373,"[(475985, 476047)]","[(53919, 53981)]"
gender_trouble_pages.txt,gender_texts/Philosophy of D,3,5,3,1,533517,90298,"[(524164, 524260)]","[(75904, 76012)]"
gender_trouble_pages.txt,gender_texts/Theatricality F,3,5,3,1,533517,74635,"[(40469, 41040)]","[(18134, 18705)]"
gender_trouble_pages.txt,gender_texts/From Cross Gend,3,5,3,1,533517,50090,"[(443943, 444265)]","[(40701, 41023)]"
gender_trouble_pages.txt,gender_texts/Seeking the New Normal Troubled Spaces of Encountering Visible Differences in Warsaw,3,5,3,1,533517,63067,"[(464789, 465184)]","[(7370, 7765)]"
gender_trouble_pages.txt,gender_texts/THE BREATH OF L,3,5,3,1,533517,68008,"[(522812, 522909)]","[(66159, 66256)]"
gender_trouble_pages.txt,gender_texts/Iteration as a ,3,5,3,1,533517,33958,"[(493896, 494005)]","[(33269, 33371)]"
gender_trouble_pages.txt,gender_texts/The Ideology of Dialogue The BakhtinDe Man DisConnection,3,5,3,3,533517,118920,"[(450777, 451164), (457176, 457773), (457529, 457785)]","[(114683, 115073), (115083, 115706), (115462, 115718)]"
gender_trouble_pages.txt,gender_texts/ReReading Diffe,3,5,3,1,533517,126989,"[(89176, 89458)]","[(87610, 87890)]"
gender_trouble_pages.txt,gender_texts/Border Crossing,3,5,3,1,533517,101205,"[(476056, 476141)]","[(16675, 16761)]"
gender_trouble_pages.txt,gender_texts/Jerry was oscil,3,5,3,1,533517,50113,"[(115705, 115854)]","[(44990, 45139)]"
gender_trouble_pages.txt,gender_texts/Making Monkeys ,3,5,3,1,533517,60626,"[(17494, 17592)]","[(52822, 52920)]"
gender_trouble_pages.txt,gender_texts/Identity Strategies and Consciousness Shifts of Sanmiguelense Mixtec Youth in Transnational and Transcultural Spaces,3,5,3,1,533517,53542,"[(478800, 478845)]","[(48320, 48365)]"
gender_trouble_pages.txt,gender_texts/Troubling kinsh,3,5,3,1,533517,82781,"[(124610, 124727)]","[(68946, 69062)]"
gender_trouble_pages.txt,gender_texts/emAHR Conversationem History after the End of History,3,5,3,1,533517,160692,"[(55358, 55431)]","[(152993, 153059)]"
gender_trouble_pages.txt,gender_texts/The Erosion of ,3,5,3,1,533517,80553,"[(474804, 474885)]","[(80259, 80345)]"
gender_trouble_pages.txt,gender_texts/The Ghetto Is O,3,5,3,1,533517,74763,"[(437292, 437663)]","[(19588, 19959)]"
gender_trouble_pages.txt,gender_texts/Sneakin and Spy,3,5,3,1,533517,95711,"[(493864, 494005)]","[(71759, 71897)]"
gender_trouble_pages.txt,gender_texts/Revisiting What,3,5,3,1,533517,62959,"[(500697, 500774)]","[(57104, 57179)]"
gender_trouble_pages.txt,gender_texts/Corporalidades ,3,5,3,1,533517,47053,"[(493724, 493799)]","[(45174, 45248)]"
gender_trouble_pages.txt,gender_texts/The Ideology of,3,5,3,3,533517,118920,"[(450777, 451164), (457176, 457773), (457529, 457785)]","[(114683, 115073), (115083, 115706), (115462, 115718)]"
gender_trouble_pages.txt,gender_texts/Bad Girls Gerty Cissy and the Erotics of Unruly Speech,3,5,3,1,533517,45603,"[(142887, 142985)]","[(17627, 17725)]"
gender_trouble_pages.txt,gender_texts/Bibliography,3,5,3,1,533517,31039,"[(476075, 476141)]","[(16075, 16142)]"
gender_trouble_pages.txt,gender_texts/GENDER TRANSFUS,3,5,3,1,533517,50260,"[(431521, 431865)]","[(28737, 29081)]"
gender_trouble_pages.txt,gender_texts/QUEER NUNS AND ,3,5,3,1,533517,31003,"[(459844, 460251)]","[(24814, 25220)]"
gender_trouble_pages.txt,gender_texts/Performing Anci,3,5,3,1,533517,19967,"[(464317, 464456)]","[(9875, 10014)]"
gender_trouble_pages.txt,gender_texts/A Spanish Oedip,3,5,3,1,533517,31043,"[(231423, 231586)]","[(9339, 9502)]"
gender_trouble_pages.txt,gender_texts/Hercules CrossD,3,5,3,2,533517,62619,"[(363390, 363602), (477882, 477951)]","[(8370, 8585), (59020, 59089)]"
gender_trouble_pages.txt,gender_texts/Reorganizations,3,5,3,1,533517,22092,"[(495245, 495299)]","[(19393, 19447)]"
gender_trouble_pages.txt,gender_texts/THE BUSINESS OF,3,5,3,1,533517,95336,"[(311674, 311754)]","[(85138, 85218)]"
gender_trouble_pages.txt,gender_texts/Performing Plan,3,5,3,1,533517,45219,"[(431545, 431620)]","[(18723, 18799)]"
gender_trouble_pages.txt,gender_texts/Embodiments of Struggle The Melancholy Loss and Interactions with Print of Two Struggling Readers,3,5,3,1,533517,66136,"[(102335, 102568)]","[(54877, 55110)]"
gender_trouble_pages.txt,gender_texts/Displacing Darw,3,5,3,1,533517,44873,"[(475985, 476141)]","[(42943, 44289)]"
gender_trouble_pages.txt,gender_texts/Passing as a Ma,3,5,3,2,533517,44134,"[(465627, 465852), (465853, 466022)]","[(3476, 3703), (3708, 3877)]"
gender_trouble_pages.txt,gender_texts/Presence with a,3,5,3,1,533517,57807,"[(454481, 454559)]","[(9088, 9166)]"
gender_trouble_pages.txt,gender_texts/Heteronormativi,3,5,3,1,533517,53884,"[(306776, 306861)]","[(23961, 24046)]"
gender_trouble_pages.txt,gender_texts/William Faulkne,3,5,3,1,533517,52189,"[(456226, 456411)]","[(19010, 19195)]"
gender_trouble_pages.txt,gender_texts/Sexual Orientat,3,5,3,1,533517,249678,"[(489242, 489354)]","[(100722, 100832)]"
gender_trouble_pages.txt,gender_texts/Monogamy Underg,3,5,3,1,533517,137833,"[(453618, 453724)]","[(69248, 69354)]"
gender_trouble_pages.txt,gender_texts/Sexual politics a retrait,3,5,3,3,533517,30814,"[(68430, 68668), (99385, 99504), (487948, 488011)]","[(1093, 1352), (1408, 1528), (29206, 29270)]"
gender_trouble_pages.txt,gender_texts/Dickinson Performance and the Homoerotic Lyric,3,5,3,2,533517,41800,"[(199893, 200133), (499374, 499507)]","[(11367, 11607), (36824, 36966)]"
gender_trouble_pages.txt,gender_texts/The Power Thing,3,5,3,1,533517,286127,"[(49048, 49628)]","[(13831, 14411)]"
gender_trouble_pages.txt,gender_texts/Making Somethin,3,5,3,1,533517,44279,"[(177727, 177919)]","[(19856, 20048)]"
gender_trouble_pages.txt,gender_texts/Women and Masqu,3,5,3,2,533517,42648,"[(194563, 194669), (438602, 438780)]","[(1450, 1556), (4241, 4419)]"
gender_trouble_pages.txt,gender_texts/Jalons pour une,3,5,3,1,533517,63299,"[(474790, 474891)]","[(62456, 62570)]"
gender_trouble_pages.txt,gender_texts/Its Pointless t,3,5,3,1,533517,65414,"[(89115, 89458)]","[(1944, 2285)]"
gender_trouble_pages.txt,gender_texts/Critical Multic,3,5,3,1,533517,80055,"[(481404, 481471)]","[(77722, 77788)]"
gender_trouble_pages.txt,gender_texts/A divisão sexua,3,5,3,1,533517,68631,"[(524014, 524123)]","[(60184, 60290)]"
gender_trouble_pages.txt,gender_texts/Locating Histor,3,5,3,1,533517,75051,"[(431239, 431480)]","[(28351, 28593)]"
gender_trouble_pages.txt,gender_texts/Experience and ,3,5,3,1,533517,19237,"[(464789, 464959)]","[(7391, 7561)]"
gender_trouble_pages.txt,gender_texts/Are queers real,3,5,3,1,533517,57361,"[(468649, 468718)]","[(50679, 50748)]"
gender_trouble_pages.txt,gender_texts/italicEvery Man,3,5,3,2,533517,27649,"[(205007, 205293), (208216, 208616)]","[(3372, 3608), (22065, 22465)]"
gender_trouble_pages.txt,gender_texts/Mary Magdalene ,3,5,3,1,533517,62104,"[(493864, 494011)]","[(59954, 60110)]"
gender_trouble_pages.txt,gender_texts/Al niño y La vo,3,5,3,3,533517,42407,"[(271913, 272134), (281791, 282217), (503324, 503495)]","[(31747, 31968), (34812, 35238), (41558, 41709)]"
gender_trouble_pages.txt,gender_texts/Eventful Transformations AlFutuwwa between History and the Everyday,3,5,3,1,533517,79734,"[(468649, 468718)]","[(27889, 27958)]"
gender_trouble_pages.txt,gender_texts/Making Sense of,3,5,3,1,533517,101111,"[(524014, 524123)]","[(25941, 26047)]"
gender_trouble_pages.txt,gender_texts/What Difference Has Theory Made From Freud to Adam Phillips,3,5,3,1,533517,41872,"[(124582, 124675)]","[(35509, 35596)]"
gender_trouble_pages.txt,gender_texts/A History of Gender,3,5,3,1,533517,42331,"[(475189, 475274)]","[(37849, 37935)]"
gender_trouble_pages.txt,gender_texts/Sensibilidades ,3,5,3,1,533517,40534,"[(397679, 397946)]","[(29326, 29593)]"
gender_trouble_pages.txt,gender_texts/Monstrosity Rac,3,5,3,1,533517,89259,"[(461482, 461578)]","[(48149, 48245)]"
gender_trouble_pages.txt,gender_texts/Inclusion Solidarity and Social Movements The Global Movement against Gender Violence,3,5,3,1,533517,102221,"[(500711, 500774)]","[(91951, 92014)]"
gender_trouble_pages.txt,gender_texts/What Phantasmagoria the Mind Is Reading Virginia Woolfs Parody of Gender,3,5,3,3,533517,40398,"[(199893, 200133), (481756, 481824), (497226, 497378)]","[(15394, 15632), (39109, 39178), (39294, 39442)]"
gender_trouble_pages.txt,gender_texts/Male Voices and,3,5,3,1,533517,66762,"[(147640, 147813)]","[(52424, 52589)]"
gender_trouble_pages.txt,gender_texts/Cultural Femini,3,5,3,1,533517,76946,"[(493724, 493788)]","[(73496, 73560)]"
gender_trouble_pages.txt,gender_texts/Introduction Qu,3,5,3,1,533517,26002,"[(460867, 460936)]","[(15886, 15955)]"
gender_trouble_pages.txt,gender_texts/DOING UNDOING O,3,5,3,1,533517,65221,"[(475218, 475303)]","[(61616, 61708)]"
gender_trouble_pages.txt,gender_texts/CROSSING YET AN,3,5,3,2,533517,54371,"[(101215, 101386), (102961, 103158)]","[(2733, 2903), (2932, 3129)]"
gender_trouble_pages.txt,gender_texts/Feminism and Em,3,5,3,2,533517,72435,"[(432777, 433041), (471741, 471794)]","[(40744, 41007), (63334, 63387)]"
gender_trouble_pages.txt,gender_texts/The Intersectio,3,5,3,1,533517,76423,"[(478793, 478839)]","[(57755, 57809)]"
gender_trouble_pages.txt,gender_texts/STICK TO YOUR OWN KIND PUPILS EXPERIENCES OF IDENTITY AND DIVERSITY IN SECONDARY SCHOOLS,3,5,3,1,533517,62931,"[(524014, 524123)]","[(54213, 54318)]"
gender_trouble_pages.txt,gender_texts/The Foster Moth,3,5,3,5,533517,156945,"[(404479, 404567), (429947, 430054), (436706, 436834), (471741, 471794), (503324, 503458)]","[(85736, 85824), (100123, 100230), (129099, 129229), (147645, 147698), (151852, 151969)]"
gender_trouble_pages.txt,gender_texts/The Heroine is ,3,5,3,2,533517,45210,"[(136843, 137272), (430994, 431480)]","[(6224, 6653), (7011, 7495)]"
gender_trouble_pages.txt,gender_texts/Bad Girls and M,3,5,3,1,533517,46420,"[(124582, 124727)]","[(21237, 21375)]"
gender_trouble_pages.txt,gender_texts/Parodia del gén,3,5,3,2,533517,35831,"[(434702, 434977), (435426, 435631)]","[(12890, 13165), (13174, 13379)]"
gender_trouble_pages.txt,gender_texts/La mujer es pur,3,5,3,3,533517,87758,"[(475972, 476041), (476101, 476276), (476472, 476555)]","[(65066, 65142), (65191, 65366), (65444, 65536)]"
gender_trouble_pages.txt,gender_texts/Lesbian Desire ,3,5,3,1,533517,40065,"[(390785, 390885)]","[(17699, 17799)]"
gender_trouble_pages.txt,gender_texts/Is Law Opposed ,3,5,3,1,533517,66738,"[(62210, 62497)]","[(17593, 17876)]"
gender_trouble_pages.txt,gender_texts/Control from Wi,3,5,3,1,533517,59975,"[(524174, 524252)]","[(48900, 48978)]"
